NK011766.CDS.3	1433B_HUMAN
L30641.CDS.1	CXB6_HUMAN
CE279721.CDS.1	CXB7_HUMAN
AT97944613.CDS.1	CXCL2_HUMAN
QE702558.CDS.1	CXCL3_HUMAN
QE021549.CDS.1	CXCL5_HUMAN
MC350455.CDS.3	CXCL6_HUMAN
W40517.CDS.3	CXCL7_HUMAN
B60544.CDS.1	CXCL9_HUMAN
BN227193.CDS.3	CXCR1_HUMAN
DB679267.CDS.2	CXCR2_HUMAN
IR161392.CDS.1	CXCR3_HUMAN
DM852208.CDS.3	CXCR4_HUMAN
YB24780112.CDS.2	CXCR5_HUMAN
WK550777	CXCR6_HUMAN
K11498.CDS.1	CXD2_HUMAN
EX505847.CDS.1	CXD3_HUMAN
ZR164766.CDS.1	CXD4_HUMAN
A21505.CDS.2	CXE1_HUMAN
P11221.CDS.1	CXG1_HUMAN
UB457061.CDS.1	CXG2_HUMAN
U07232.CDS.2	CXG3_HUMAN
AE04835050.CDS.1	CXL10_HUMAN
J59330.CDS.3	CXL11_HUMAN
M87958.CDS.2	CXL13_HUMAN
P96841.CDS.1	CXL14_HUMAN
SQ34583775.CDS.1	CXL16_HUMAN
WM414609.CDS.2	CXL17_HUMAN
RB91401628	CXX1_HUMAN
ZS25649379.CDS.2	CXXC1_HUMAN
CU590196	CXXC4_HUMAN
KL39973764.CDS.3	CXXC5_HUMAN
S56030.CDS.2	CY1_HUMAN
SQ362512.CDS.1	CY24A_HUMAN
FE595686.CDS.1	CY24B_HUMAN
C07760.CDS.2	CY561_HUMAN
O18026.CDS.1	CYAC3_HUMAN
CA08617852.CDS.1	CYB5B_HUMAN
CY66083315.CDS.1	CYB5_HUMAN
ZY54671578.CDS.1	CYBC1_HUMAN
ZR60328549.CDS.1	CYBP_HUMAN
UM09519920.CDS.1	CYBR1_HUMAN
XK863527.CDS.1	CYB_HUMAN
IK640304.CDS.3	CYC_HUMAN
HL96008634.CDS.1	CYFP1_HUMAN
WG95577105.CDS.3	CYFP2_HUMAN
LK107062.CDS.2	CYGB_HUMAN
B46849.CDS.1	CYH1_HUMAN
MD074459.CDS.3	CYH2_HUMAN
WR74641034	CYH3_HUMAN
RO201536.CDS.1	CYH4_HUMAN
RX73418885	CYHR1_HUMAN
L22491.CDS.1	CYLC1_HUMAN
ZQ68804627.CDS.2	CYLC2_HUMAN
WU12105619.CDS.1	CYLD_HUMAN
AY869464.CDS.1	CYREN_HUMAN
BC25267843.CDS.1	CYS1_HUMAN
PL38304221.CDS.1	CYTA_HUMAN
LA93745882.CDS.1	CYTB_HUMAN
UT53897913.CDS.1	CYTC_HUMAN
BO491564.CDS.1	CYTD_HUMAN
AS48593366.CDS.1	CYTF_HUMAN
ZL45156859.CDS.1	CYTIP_HUMAN
L69397.CDS.1	CYTL1_HUMAN
XU473580.CDS.1	CYTM1_HUMAN
GZ490498.CDS.1	CYTM_HUMAN
X65082.CDS.3	CYTN_HUMAN
JR42537119	CYTSA_HUMAN
F96328.CDS.1	CYTSB_HUMAN
GP728145.CDS.1	CYTS_HUMAN
FY955951.CDS.1	CYTT_HUMAN
DF433296.CDS.1	CYYR1_HUMAN
D62636.CDS.1	CZIB_HUMAN
AC48951511.CDS.3	D103A_HUMAN
BS915113.CDS.2	D104A_HUMAN
JJ45503346.CDS.1	D105A_HUMAN
RJ49191421.CDS.1	D106A_HUMAN
SD329990.CDS.1	D107A_HUMAN
Z41085.CDS.1	D108B_HUMAN
PC174982.CDS.1	D10OS_HUMAN
XJ47078914.CDS.1	D11L8_HUMAN
W24778.CDS.2	D130A_HUMAN
GA71790253.CDS.1	D130B_HUMAN
GZ770265.CDS.1	D131A_HUMAN
ZE56297194.CDS.1	D131B_HUMAN
GN47812329.CDS.2	D19L1_HUMAN
WN488829.CDS.2	D19L2_HUMAN
N77930.CDS.2	D19L3_HUMAN
TA96419223.CDS.2	D19L4_HUMAN
UW75847262.CDS.2	D19P1_HUMAN
BX538076.CDS.1	D19P2_HUMAN
I66968.CDS.2	D2HDH_HUMAN
BU944622.CDS.2	D39U1_HUMAN
QA51020276.CDS.3	D42E1_HUMAN
EK469018.CDS.1	D42E2_HUMAN
NU43736606.CDS.1	DAAF1_HUMAN
QB211227.CDS.1	DAAF3_HUMAN
YO41253717.CDS.2	DAAF4_HUMAN
AM807510.CDS.1	DAAF5_HUMAN
B43732.CDS.1	DAAM1_HUMAN
OC65570095.CDS.1	DAAM2_HUMAN
T29023.CDS.1	DAB1_HUMAN
SS71157702.CDS.2	DAB2P_HUMAN
R68446.CDS.2	DAB2_HUMAN
C20110.CDS.1	DACH1_HUMAN
QU62968270	DACH2_HUMAN
Q61745.CDS.1	DACT1_HUMAN
QO81970479.CDS.1	DACT2_HUMAN
RW99809327	DACT3_HUMAN
PM90903441.CDS.1	DAD1_HUMAN
HW18499228.CDS.1	DAF_HUMAN
UI68080230.CDS.1	DAG1_HUMAN
ZD09405625.CDS.1	DALD3_HUMAN
KI57965133.CDS.2	DANCR_HUMAN
QC126734.CDS.1	DAND5_HUMAN
JP60797848.CDS.3	DAOA_HUMAN
FC540541.CDS.2	DAP1_HUMAN
SZ921114	DAPK1_HUMAN
DY275110.CDS.2	DAPK2_HUMAN
X58459.CDS.1	DAPK3_HUMAN
XK50464571.CDS.1	DAPL1_HUMAN
IX953931.CDS.1	DAPLE_HUMAN
E53338	DAPP1_HUMAN
DB03896022.CDS.1	DAS1_HUMAN
HQ16319407.CDS.1	DAW1_HUMAN
RD42191640.CDS.2	DAXX_HUMAN
B63815.CDS.1	DAZ1_HUMAN
CG39188824.CDS.2	DAZ2_HUMAN
ST149157.CDS.2	DAZ3_HUMAN
E83594.CDS.3	DAZ4_HUMAN
ZD81163404.CDS.1	DAZL_HUMAN
B67374.CDS.1	DAZP1_HUMAN
TG84761638.CDS.3	DAZP2_HUMAN
D37538.CDS.2	DB108_HUMAN
JW896891.CDS.1	DB109_HUMAN
GM392507.CDS.1	DB110_HUMAN
ED21511252.CDS.3	DB112_HUMAN
RJ711630.CDS.1	DB113_HUMAN
CW95287673.CDS.1	DB114_HUMAN
TY051011.CDS.1	DB115_HUMAN
AG49422502.CDS.1	DB116_HUMAN
WJ385643.CDS.2	DB118_HUMAN
GH258780	DB119_HUMAN
L65669.CDS.2	DB121_HUMAN
GA103304.CDS.1	DB123_HUMAN
O78750.CDS.1	DB124_HUMAN
KB678588.CDS.1	DB125_HUMAN
HE54392274.CDS.1	DB126_HUMAN
YF597375	DB127_HUMAN
GS834338.CDS.1	DB128_HUMAN
EQ67150814.CDS.1	DB129_HUMAN
G51047.CDS.1	DB132_HUMAN
RM83557294.CDS.1	DB133_HUMAN
DS03310724.CDS.1	DB134_HUMAN
BK292349	DB135_HUMAN
YL81791425.CDS.1	DB136_HUMAN
K34876.CDS.1	DBF4A_HUMAN
JH959606.CDS.2	DBF4B_HUMAN
D87979.CDS.1	DBLOH_HUMAN
ZK67651939.CDS.1	DBND1_HUMAN
EC183336.CDS.1	DBND2_HUMAN
OP011113.CDS.1	DBNL_HUMAN
DJ959263.CDS.1	DBP_HUMAN
TU25220949.CDS.2	DBR1_HUMAN
BG888975.CDS.1	DBX1_HUMAN
ZM94421848.CDS.1	DBX2_HUMAN
NK841771.CDS.1	DC121_HUMAN
S29717.CDS.1	DC122_HUMAN
C31428.CDS.2	DC1I1_HUMAN
WI019465.CDS.1	DC1I2_HUMAN
E69051.CDS.1	DC1L1_HUMAN
IY211105.CDS.2	DC1L2_HUMAN
YF95629060.CDS.1	DC2L1_HUMAN
ZJ382070.CDS.2	DC4L1_HUMAN
ZW821280	DC4L2_HUMAN
TL650333.CDS.1	DC8L1_HUMAN
TZ283736.CDS.1	DC8L2_HUMAN
KU17786981.CDS.1	DCA10_HUMAN
S01618	DCA11_HUMAN
XA799805.CDS.3	DCA12_HUMAN
TC09739904.CDS.1	DCA13_HUMAN
YL636321.CDS.1	DCA15_HUMAN
BQ23252410.CDS.2	DCA16_HUMAN
AY124051	DCA17_HUMAN
EG39532344.CDS.2	DCAF1_HUMAN
A82275.CDS.1	DCAF4_HUMAN
RO497305	DCAF5_HUMAN
DG413676.CDS.3	DCAF6_HUMAN
YF321530.CDS.1	DCAF7_HUMAN
UP078218.CDS.3	DCAF8_HUMAN
HE087082.CDS.1	DCAKD_HUMAN
GI021913.CDS.3	DCAM_HUMAN
B41286.CDS.1	DCBD1_HUMAN
U83045.CDS.1	DCBD2_HUMAN
OG444353	DCC1_HUMAN
ME12979585.CDS.1	DCC_HUMAN
LI275298.CDS.1	DCD2B_HUMAN
RW01784010.CDS.2	DCD2C_HUMAN
HN639750.CDS.1	DCDC1_HUMAN
LY39107580.CDS.1	DCDC2_HUMAN
ZO736370.CDS.1	DCD_HUMAN
PE33208113.CDS.2	DCE1_HUMAN
CN936317.CDS.1	DCE2_HUMAN
DE13457912	DCHS_HUMAN
ME615409.CDS.1	DCK_HUMAN
CA35784221	DCLK1_HUMAN
R82583.CDS.2	DCLK2_HUMAN
KZ36883647.CDS.1	DCLK3_HUMAN
IL85304882	DCMC_HUMAN
EQ400147.CDS.2	DCNL1_HUMAN
ZG58789795.CDS.2	DCNL2_HUMAN
TZ17755977.CDS.3	DCNL3_HUMAN
HX93627778.CDS.1	DCNL4_HUMAN
O00142.CDS.1	DCNL5_HUMAN
L91367.CDS.2	DCNP1_HUMAN
E01116.CDS.1	DCOR_HUMAN
AJ14452330	DCP1A_HUMAN
J48685.CDS.1	DCP1B_HUMAN
OQ25598624	DCP2_HUMAN
PF24863745.CDS.2	DCPS_HUMAN
IH659485.CDS.3	DCR1A_HUMAN
I08382.CDS.1	DCR1B_HUMAN
HO762556	DCR1C_HUMAN
JQ39061703.CDS.2	DCST1_HUMAN
UU82177652.CDS.1	DCST2_HUMAN
UE868894.CDS.1	DCSTP_HUMAN
WY83586553	DCTD_HUMAN
KX047898.CDS.3	DCTN1_HUMAN
IE038321.CDS.1	DCTN2_HUMAN
F84225.CDS.1	DCTN3_HUMAN
SR356613.CDS.1	DCTN4_HUMAN
Y65773.CDS.1	DCTN5_HUMAN
IC34891193.CDS.1	DCTN6_HUMAN
BD201892.CDS.1	DCTP1_HUMAN
DO99351714.CDS.1	DCUP_HUMAN
DP307271.CDS.1	DCXR_HUMAN
GB14533684.CDS.1	DCX_HUMAN
EE817843.CDS.1	DD19A_HUMAN
D87922.CDS.1	DD19B_HUMAN
W41719.CDS.1	DDA1_HUMAN
OM55164759.CDS.1	DDAH1_HUMAN
XH44663770.CDS.1	DDAH2_HUMAN
UA838742.CDS.3	DDB1_HUMAN
WP97090710.CDS.1	DDB2_HUMAN
QD271244	DDC_HUMAN
K46564	DDHD1_HUMAN
EU830600.CDS.2	DDHD2_HUMAN
BR99185138.CDS.1	DDI1_HUMAN
WC72451385.CDS.1	DDI2_HUMAN
B86125.CDS.2	DDIAS_HUMAN
AH350879.CDS.2	DDIT3_HUMAN
I58811.CDS.1	DDIT4_HUMAN
BZ493666.CDS.2	DDR1_HUMAN
RB16134694	DDR2_HUMAN
XL43169327.CDS.1	DDRGK_HUMAN
UG75878837.CDS.3	DDT4L_HUMAN
ZR073542.CDS.2	DDTL_HUMAN
BF45484000.CDS.2	DDX10_HUMAN
OX42926001.CDS.2	DDX11_HUMAN
WB68262195.CDS.1	DDX12_HUMAN
MJ069727	DDX17_HUMAN
PZ76513824.CDS.1	DDX18_HUMAN
IR10216907.CDS.3	DDX1_HUMAN
DE387803.CDS.2	DDX20_HUMAN
TE71404333.CDS.3	DDX21_HUMAN
H98873	DDX23_HUMAN
I95885.CDS.1	DDX24_HUMAN
MH141713.CDS.2	DDX25_HUMAN
HX44992762.CDS.1	DDX27_HUMAN
CP602183.CDS.1	DDX28_HUMAN
OL27178574.CDS.2	DDX31_HUMAN
OR367041.CDS.1	DDX3X_HUMAN
SC689651.CDS.2	DDX3Y_HUMAN
C59559.CDS.1	DDX41_HUMAN
OS102229.CDS.2	DDX42_HUMAN
PA158556.CDS.2	DDX43_HUMAN
GC18400097.CDS.1	DDX46_HUMAN
YQ505625.CDS.3	DDX47_HUMAN
AI37451635.CDS.1	DDX49_HUMAN
ID42595520.CDS.2	DDX4_HUMAN
IQ818337.CDS.3	DDX50_HUMAN
LI54637884.CDS.1	DDX51_HUMAN
WI49509545.CDS.1	DDX52_HUMAN
CA010244.CDS.2	DDX53_HUMAN
X42157.CDS.1	DDX54_HUMAN
MB175935.CDS.1	DDX55_HUMAN
JM015758.CDS.3	DDX56_HUMAN
H48921.CDS.2	DDX58_HUMAN
ED005203.CDS.1	DDX59_HUMAN
JI60851841.CDS.1	DDX5_HUMAN
UD99798289.CDS.3	DDX60_HUMAN
NB598942.CDS.1	DDX6L_HUMAN
SH592358.CDS.2	DDX6_HUMAN
UQ807961.CDS.2	DE10B_HUMAN
ZX22159507.CDS.1	DEAF1_HUMAN
I62389.CDS.2	DEC1_HUMAN
N61483.CDS.1	DECR2_HUMAN
NB70254682.CDS.2	DECR_HUMAN
UA33528639.CDS.1	DEDD2_HUMAN
BP504067.CDS.1	DEDD_HUMAN
U35668.CDS.1	DEF1_HUMAN
BM083048	DEF3_HUMAN
KH978694.CDS.2	DEF4_HUMAN
AL354716.CDS.1	DEF5_HUMAN
UE28186505.CDS.1	DEF6_HUMAN
U87060	DEFB1_HUMAN
L39740.CDS.1	DEFI6_HUMAN
ZY43630270.CDS.1	DEFI8_HUMAN
IJ266389.CDS.1	DEFM_HUMAN
A45667.CDS.1	DEGS1_HUMAN
OR33052822.CDS.1	DEGS2_HUMAN
J24313.CDS.3	DEK_HUMAN
ST51780016.CDS.1	DELE1_HUMAN
A20745.CDS.1	DEMA_HUMAN
N46582.CDS.1	DEN10_HUMAN
WZ346495.CDS.1	DEN11_HUMAN
J85797.CDS.1	DEN1A_HUMAN
TR588134.CDS.1	DEN1B_HUMAN
K16270.CDS.1	DEN1C_HUMAN
RL72415328.CDS.1	DEN2A_HUMAN
QT55004326.CDS.1	DEN2C_HUMAN
Q31098.CDS.1	DEN2D_HUMAN
LM791360.CDS.1	DEN4B_HUMAN
H40387.CDS.2	DEN4C_HUMAN
OR628062.CDS.1	DEN5A_HUMAN
JS328754.CDS.2	DEN5B_HUMAN
QZ47866516.CDS.2	DEN6A_HUMAN
KN78507611.CDS.3	DEN6B_HUMAN
US39794482.CDS.1	DEND3_HUMAN
BO494687.CDS.1	DEND_HUMAN
SW09897704.CDS.1	DENR_HUMAN
QL07517005.CDS.3	DEOC_HUMAN
UC79335202.CDS.1	DEP1A_HUMAN
GS406805.CDS.1	DEP1B_HUMAN
SL26930347.CDS.1	DEPD4_HUMAN
MU26456546.CDS.2	DEPD5_HUMAN
W92369.CDS.1	DEPD7_HUMAN
RB239827.CDS.1	DEPP1_HUMAN
QM10496274.CDS.1	DERL1_HUMAN
WE507452.CDS.3	DERL2_HUMAN
YW88052263.CDS.1	DERL3_HUMAN
ZL777872.CDS.2	DERM_HUMAN
EE32876509.CDS.2	DERPC_HUMAN
ZX94351688.CDS.2	DESI1_HUMAN
NU891182.CDS.1	DESI2_HUMAN
YT87690532.CDS.1	DESM_HUMAN
B86885.CDS.3	DESP_HUMAN
BL725940.CDS.1	DEST_HUMAN
TT753056.CDS.1	DET1_HUMAN
EC59821676.CDS.1	DEUP1_HUMAN
H10507.CDS.1	DEXI_HUMAN
PJ63911474.CDS.2	DFB4A_HUMAN
WR18549028.CDS.2	DFFA_HUMAN
NN121254.CDS.2	DFFB_HUMAN
MF04016023.CDS.1	DG2L6_HUMAN
XR81274559.CDS.1	DG2L7_HUMAN
S24388.CDS.2	DGAT1_HUMAN
DD218228.CDS.1	DGAT2_HUMAN
XM376754.CDS.2	DGC6L_HUMAN
FI76461587.CDS.1	DGCR6_HUMAN
CW940854.CDS.1	DGCR8_HUMAN
EY63064402.CDS.3	DGKA_HUMAN
BP60168371.CDS.1	DGKB_HUMAN
AZ81364931.CDS.3	DGKD_HUMAN
RA945544.CDS.2	DGKE_HUMAN
XL69814762.CDS.1	DGKG_HUMAN
KW299092.CDS.1	DGKH_HUMAN
GE21278050.CDS.3	DGKI_HUMAN
FR396796.CDS.2	DGKK_HUMAN
PC16061766.CDS.1	DGKQ_HUMAN
B73732	DGKZ_HUMAN
FD339582.CDS.1	DGLA_HUMAN
HP45306875.CDS.1	DGLB_HUMAN
AB465783.CDS.1	DGUOK_HUMAN
EK06439064.CDS.3	DHAS1_HUMAN
PZ531886.CDS.1	DHB11_HUMAN
GG04312896.CDS.1	DHB12_HUMAN
FI37239211	DHB13_HUMAN
RH212020	DHB14_HUMAN
MG427631.CDS.2	DHB1_HUMAN
BT893981.CDS.1	DHB2_HUMAN
XY407255.CDS.1	DHB3_HUMAN
GC878188	DHB4_HUMAN
BP675028.CDS.1	DHB7_HUMAN
L83945.CDS.1	DHB8_HUMAN
A85449.CDS.1	DHC24_HUMAN
LO09289694.CDS.1	DHCR7_HUMAN
P42405	DHDDS_HUMAN
QO32806119.CDS.1	DHDH_HUMAN
BK798437	DHE3_HUMAN
DF17497015.CDS.1	DHE4_HUMAN
BJ39914720.CDS.1	DHH_HUMAN
UJ54278265.CDS.2	DHI1L_HUMAN
WD01290025.CDS.2	DHI1_HUMAN
TW41492469.CDS.1	DHI2_HUMAN
DI90556510.CDS.3	DHPR_HUMAN
KS51821526.CDS.3	DHR11_HUMAN
CH00583421.CDS.1	DHR12_HUMAN
AJ391784	DHR13_HUMAN
YO837827.CDS.1	DHRS1_HUMAN
AZ94143984.CDS.2	DHRS2_HUMAN
ID80959121.CDS.1	DHRS3_HUMAN
BU68113466.CDS.2	DHRS4_HUMAN
SI22525931.CDS.1	DHRS7_HUMAN
KO12477841.CDS.1	DHRS9_HUMAN
HJ09583891.CDS.2	DHRSX_HUMAN
AC167283.CDS.2	DHSD_HUMAN
TJ70597883	DHSO_HUMAN
M25157.CDS.1	DHTK1_HUMAN
ZI02294530.CDS.2	DHX15_HUMAN
B84182.CDS.1	DHX16_HUMAN
SK602473.CDS.2	DHX29_HUMAN
AG71377561	DHX30_HUMAN
JL79974419	DHX32_HUMAN
C40061.CDS.1	DHX33_HUMAN
QQ39919348.CDS.2	DHX34_HUMAN
F45210.CDS.1	DHX35_HUMAN
SU52221509.CDS.3	DHX36_HUMAN
QA092610.CDS.1	DHX37_HUMAN
CO80849101.CDS.1	DHX40_HUMAN
TI41384871.CDS.2	DHX57_HUMAN
XM419438.CDS.1	DHX58_HUMAN
T44803.CDS.2	DHX8_HUMAN
MK11024771.CDS.2	DHX9_HUMAN
ZN790580.CDS.1	DHYS_HUMAN
J99675.CDS.1	DI3L1_HUMAN
G14395.CDS.2	DI3L2_HUMAN
GW368440.CDS.2	DIAC_HUMAN
RQ78700776.CDS.3	DIAP1_HUMAN
F42800	DIAP2_HUMAN
BY124542.CDS.1	DIAP3_HUMAN
JS822770.CDS.2	DICER_HUMAN
TZ92030275.CDS.2	DIC_HUMAN
WR088106	DIDO1_HUMAN
JD107945.CDS.1	DIEXF_HUMAN
PL248347	DIK1A_HUMAN
JS488494.CDS.1	DIK1B_HUMAN
FP149640.CDS.1	DIK1C_HUMAN
ZQ31040783.CDS.2	DIK2A_HUMAN
FQ56312106.CDS.2	DIK2B_HUMAN
N34278.CDS.1	DIM1_HUMAN
R86503.CDS.1	DIP2A_HUMAN
BL49964106	DIP2B_HUMAN
Z31142	DIP2C_HUMAN
E53544.CDS.2	DIRA1_HUMAN
ND72608522.CDS.3	DIRA2_HUMAN
TD275287.CDS.1	DIRA3_HUMAN
X08389.CDS.1	DIRC1_HUMAN
GO42147430.CDS.1	DIRC2_HUMAN
RM68010587.CDS.2	DISC1_HUMAN
ZE54363840.CDS.2	DISP1_HUMAN
AW45018321.CDS.1	DISP2_HUMAN
A18965.CDS.2	DISP3_HUMAN
M55413.CDS.1	DIXC1_HUMAN
TQ71552055.CDS.1	DJB11_HUMAN
UZ935713.CDS.1	DJB12_HUMAN
SD75415921.CDS.1	DJB13_HUMAN
DZ45602608.CDS.3	DJB14_HUMAN
P32145.CDS.2	DJC10_HUMAN
TM53921260.CDS.1	DJC11_HUMAN
PT912352.CDS.2	DJC12_HUMAN
U64396.CDS.1	DJC13_HUMAN
IS083002.CDS.1	DJC14_HUMAN
JM97124441.CDS.1	DJC15_HUMAN
IH13303284.CDS.3	DJC16_HUMAN
MD675872.CDS.1	DJC17_HUMAN
LN050697.CDS.2	DJC18_HUMAN
SX05190847.CDS.1	DJC21_HUMAN
WF05217669.CDS.1	DJC22_HUMAN
OG65032370.CDS.1	DJC24_HUMAN
QD14414249	DJC25_HUMAN
DW46905606.CDS.1	DJC27_HUMAN
MO04636475.CDS.1	DJC28_HUMAN
Q14233.CDS.1	DJC30_HUMAN
GI85347192.CDS.1	DKC1_HUMAN
Q25763.CDS.3	DKK1_HUMAN
DB729784.CDS.1	DKK2_HUMAN
A11560.CDS.1	DKK3_HUMAN
YN03892325	DKK4_HUMAN
GZ97635786	DKKL1_HUMAN
WB72501387.CDS.2	DLDH_HUMAN
QJ78487454.CDS.1	DLEC1_HUMAN
GO50573130	DLG1_HUMAN
LS36724875.CDS.1	DLG2_HUMAN
LJ041384.CDS.1	DLG3_HUMAN
YS46239752.CDS.2	DLG4_HUMAN
H19402.CDS.1	DLG5_HUMAN
DN52748677.CDS.2	DLGP1_HUMAN
UZ23550097.CDS.2	DLGP2_HUMAN
AC60028186	DLGP3_HUMAN
EW43734996.CDS.3	DLGP4_HUMAN
DZ69920135.CDS.2	DLGP5_HUMAN
MI377079.CDS.1	DLK1_HUMAN
J14960.CDS.3	DLK2_HUMAN
IB98492208.CDS.1	DLL1_HUMAN
PH72285135.CDS.1	DLL3_HUMAN
OO60403048	DLL4_HUMAN
MD374229.CDS.1	DLP1_HUMAN
F77040.CDS.2	DLRB1_HUMAN
XA17143904.CDS.1	DLRB2_HUMAN
RW428616.CDS.2	DLX1_HUMAN
JD451442.CDS.1	DLX2_HUMAN
UZ830042.CDS.2	DLX3_HUMAN
ZP683416.CDS.2	DLX4_HUMAN
A75363.CDS.1	DLX5_HUMAN
UU298902.CDS.1	DLX6_HUMAN
KP89239070.CDS.3	DMAC1_HUMAN
YX70014968	DMAC2_HUMAN
ZR49437317.CDS.1	DMAP1_HUMAN
NM43727018.CDS.1	DMA_HUMAN
IP742177	DMBT1_HUMAN
PK083702.CDS.1	DMBX1_HUMAN
ZP79937976.CDS.3	DMB_HUMAN
IN81516890.CDS.1	DMC1_HUMAN
KC295429.CDS.1	DMD_HUMAN
LZ81194493.CDS.3	DMKN_HUMAN
RF15139221.CDS.1	DMP1_HUMAN
EE908553.CDS.2	DMP34_HUMAN
GX68834987	DMP46_HUMAN
PX50608120.CDS.1	DMPK_HUMAN
YW670452.CDS.1	DMRT1_HUMAN
H54824.CDS.1	DMRT2_HUMAN
CA217686.CDS.1	DMRT3_HUMAN
CL76614587.CDS.3	DMRTA_HUMAN
I67189.CDS.1	DMRTB_HUMAN
I58818.CDS.1	DMRTC_HUMAN
YT35881324.CDS.2	DMRTD_HUMAN
PX350535.CDS.1	DMTA2_HUMAN
MM279438	DMTF1_HUMAN
QL934659.CDS.1	DMWD_HUMAN
EL967430.CDS.1	DMXL1_HUMAN
OO14344532.CDS.1	DMXL2_HUMAN
ZU278486.CDS.1	DNA2_HUMAN
JB990063.CDS.2	DNAI1_HUMAN
D56896.CDS.2	DNAI2_HUMAN
YM484567	DNAL1_HUMAN
C28545.CDS.2	DNAL4_HUMAN
F54406.CDS.1	DNAS1_HUMAN
FY405073.CDS.1	DND1_HUMAN
LX64955142.CDS.2	DNER_HUMAN
ND764162.CDS.3	DNHD1_HUMAN
W09584.CDS.1	DNJ5B_HUMAN
OG82796716.CDS.2	DNJ5G_HUMAN
QE81482605.CDS.1	DNJA1_HUMAN
Q29114.CDS.1	DNJA2_HUMAN
LN661629.CDS.1	DNJA3_HUMAN
J94792	DNJA4_HUMAN
HM04439926.CDS.1	DNJB1_HUMAN
PN79033284.CDS.1	DNJB2_HUMAN
WU66627093.CDS.1	DNJB3_HUMAN
KM21235693.CDS.1	DNJB4_HUMAN
RF006232.CDS.1	DNJB5_HUMAN
YG73191532.CDS.1	DNJB6_HUMAN
M97626	DNJB7_HUMAN
BD174875.CDS.1	DNJB8_HUMAN
JQ69897790.CDS.1	DNJB9_HUMAN
NM89489293.CDS.3	DNJC1_HUMAN
EB352939.CDS.3	DNJC2_HUMAN
FO14112134	DNJC3_HUMAN
SN133561.CDS.1	DNJC4_HUMAN
AP11336826.CDS.1	DNJC5_HUMAN
E20310.CDS.1	DNJC7_HUMAN
G16619.CDS.1	DNJC8_HUMAN
GL968237.CDS.2	DNJC9_HUMAN
XK49610039.CDS.1	DNLI1_HUMAN
M00836.CDS.1	DNLI3_HUMAN
HU191737.CDS.2	DNLI4_HUMAN
BK36496163.CDS.2	DNLZ_HUMAN
F15944.CDS.1	DNM1L_HUMAN
LC89186115.CDS.3	DNM3A_HUMAN
P14194.CDS.1	DNM3B_HUMAN
IW08269809.CDS.2	DNM3L_HUMAN
Z09488.CDS.1	DNMBP_HUMAN
GC015638.CDS.1	DNMT1_HUMAN
LK73006960.CDS.1	DNPEP_HUMAN
DU80273992.CDS.3	DNPH1_HUMAN
KI114357.CDS.2	DNS2A_HUMAN
DN420269.CDS.1	DNS2B_HUMAN
MC789955.CDS.3	DNSL1_HUMAN
YD686056.CDS.2	DNSL2_HUMAN
RS20145149.CDS.1	DNSL3_HUMAN
RY708789.CDS.2	DOA_HUMAN
LB786063.CDS.1	DOB_HUMAN
XN657965.CDS.1	DOC10_HUMAN
QZ67299825.CDS.1	DOC11_HUMAN
LA99437535.CDS.1	DOC2A_HUMAN
G25052.CDS.1	DOC2B_HUMAN
JT864446.CDS.1	DOCK1_HUMAN
N25893.CDS.1	DOCK2_HUMAN
YQ522702.CDS.1	DOCK3_HUMAN
BC35037842.CDS.1	DOCK4_HUMAN
TN057619.CDS.1	DOCK5_HUMAN
HQ24651955.CDS.1	DOCK6_HUMAN
I23848.CDS.1	DOCK7_HUMAN
AY88745119.CDS.1	DOCK8_HUMAN
O17841.CDS.1	DOCK9_HUMAN
KC715466.CDS.1	DOHH_HUMAN
BZ88409829.CDS.2	DOK1_HUMAN
OK69368056.CDS.2	DOK2_HUMAN
PJ59434161	DOK3_HUMAN
N00218.CDS.3	DOK4_HUMAN
AU81136987	DOK5_HUMAN
FG65189546.CDS.1	DOK6_HUMAN
IH28726266.CDS.2	DOK7_HUMAN
IP307211.CDS.1	DOLK_HUMAN
K10638	DONS_HUMAN
EF11155073	DOP1_HUMAN
RZ723460.CDS.1	DOP2_HUMAN
XH61547717.CDS.2	DOPD_HUMAN
SW27492421.CDS.3	DOPO_HUMAN
XX000912	DOPP1_HUMAN
R57897.CDS.1	DOT1L_HUMAN
FF320641	DOXA1_HUMAN
ZJ84763029	DOXA2_HUMAN
NN42944607.CDS.1	DP13A_HUMAN
S94125.CDS.1	DP13B_HUMAN
DW050552.CDS.1	DP2NB_HUMAN
J17364.CDS.1	DPA1_HUMAN
FE24024152	DPB1_HUMAN
R16049.CDS.1	DPCA2_HUMAN
QG301755.CDS.1	DPCD_HUMAN
IT956866.CDS.1	DPEP1_HUMAN
I33801.CDS.1	DPEP2_HUMAN
LD747287.CDS.2	DPEP3_HUMAN
QG37699014	DPF1_HUMAN
YG420148.CDS.2	DPF3_HUMAN
DB694947.CDS.2	DPH1_HUMAN
G67926	DPH2_HUMAN
NY128023.CDS.1	DPH3B_HUMAN
BS93476408.CDS.1	DPH3_HUMAN
OT588795.CDS.2	DPH5_HUMAN
YN713814.CDS.1	DPH6_HUMAN
TX06189437.CDS.1	DPH7_HUMAN
XQ58129563.CDS.1	DPM1_HUMAN
LE258601.CDS.1	DPM2_HUMAN
